,Unnamed: 0,ExtrTemp,LineSpeed,WaterTemp,Measure,City
131,131,235.24,55.38,26.89,174.82,Cairo
132,132,234.46,55.11,27.01,169.05,Cairo
133,133,234.57,55.09,27.09,170.59,Cairo
134,134,234.7,55.53,26.8,167.8,Cairo
135,135,234.85,55.67,26.89,168.52,Cairo
136,136,234.98,55.18,27.44,175.19,Cairo
137,137,235.25,55.83,26.88,171.54,Cairo
138,138,235.05,55.11,26.89,174.85,Cairo
139,139,234.98,54.39,26.58,178.56,Cairo
140,140,235.29,54.35,26.76,182.59,Cairo
141,141,234.87,55.54,27.41,171.34,Cairo
142,142,234.86,54.82,27.14,175.75,Cairo
143,143,235.0,54.87,27.26,177.18,Cairo
144,144,234.83,55.61,27.2,169.7,Cairo
145,145,235.01,54.94,27.0,176.04,Cairo
146,146,235.11,55.19,26.86,174.75,Cairo
147,147,234.98,54.23,27.04,181.06,Cairo
148,148,234.96,55.77,27.01,169.36,Cairo
149,149,234.71,56.17,26.7,162.86,Cairo
150,150,235.22,54.0,26.96,185.09,Cairo
151,151,234.82,54.84,27.31,175.68,Cairo
152,152,235.03,53.35,27.04,188.18,Cairo
153,153,235.04,55.15,27.18,175.32,Cairo
154,154,234.99,55.37,27.15,173.07,Cairo
155,155,234.93,55.53,26.96,170.69,Cairo
156,156,235.17,55.06,26.9,176.49,Cairo
157,157,235.05,54.94,26.9,176.1,Cairo
158,158,235.09,54.21,26.84,181.73,Cairo
159,159,235.0,55.61,26.74,170.15,Cairo
160,160,234.85,54.63,26.82,176.06,Cairo
161,161,234.79,54.58,26.91,176.15,Cairo
162,162,234.94,53.65,26.83,184.34,Cairo
163,163,234.82,54.66,26.92,175.88,Cairo
164,164,235.22,54.51,26.83,180.92,Cairo
165,165,235.17,55.36,26.76,173.83,Cairo
166,166,234.71,55.41,26.82,168.86,Cairo
167,167,234.64,54.62,27.18,175.11,Cairo
168,168,234.85,55.71,26.92,168.41,Cairo
169,169,235.16,55.02,26.8,176.41,Cairo
170,170,235.03,54.59,27.46,180.24,Cairo
171,171,235.03,55.25,27.42,175.19,Cairo
172,172,234.98,52.99,27.16,190.68,Cairo
173,173,234.77,55.27,26.55,169.7,Cairo
174,174,235.29,54.74,26.93,180.16,Cairo
175,175,234.71,54.69,26.96,174.63,Cairo
176,176,235.22,54.73,26.89,179.48,Cairo
177,177,234.96,53.46,27.26,187.29,Cairo
178,178,234.75,54.96,27.01,173.16,Cairo
179,179,234.7,55.03,27.01,172.12,Cairo
180,180,235.33,54.59,26.98,181.91,Cairo
181,181,234.86,55.53,26.61,168.85,Cairo
182,182,235.3,55.01,27.07,178.71,Cairo
183,183,235.18,55.92,26.8,169.83,Cairo
184,184,235.35,54.2,27.09,185.3,Cairo
185,185,235.14,55.78,26.86,170.74,Cairo
186,186,235.04,54.46,27.04,179.99,Cairo
187,187,234.84,56.05,27.15,166.5,Cairo
188,188,234.98,54.67,26.99,177.72,Cairo
189,189,235.12,54.58,27.17,180.39,Cairo
190,190,235.03,55.59,27.2,172.04,Cairo
191,191,235.05,54.65,27.09,178.82,Cairo
192,192,234.84,54.86,27.12,175.15,Cairo
193,193,235.31,55.51,27.19,175.5,Cairo
194,194,234.9,55.74,26.93,168.63,Cairo
195,195,234.66,54.94,27.04,172.47,Cairo
196,196,235.26,54.18,27.06,184.44,Cairo
197,197,235.05,54.8,26.99,177.4,Cairo
198,198,235.02,54.9,26.81,175.82,Cairo
199,199,234.94,55.35,26.34,170.29,Cairo
200,200,235.11,54.71,26.59,177.54,Cairo
201,201,235.18,54.82,26.72,177.85,Cairo
202,202,234.8,55.44,26.89,169.79,Cairo
203,203,234.86,54.82,26.88,174.97,Cairo
204,204,234.88,54.54,27.14,178.04,Cairo
205,205,234.97,54.96,26.86,174.96,Cairo
206,206,235.45,54.93,27.3,181.57,Cairo
207,207,235.41,54.53,27.14,183.72,Cairo
208,208,235.05,54.62,27.17,179.26,Cairo
209,209,235.07,55.08,27.2,176.17,Cairo
210,210,234.44,54.71,27.33,172.73,Cairo
211,211,234.83,54.65,27.23,177.03,Cairo
212,212,235.13,55.41,26.51,172.28,Cairo
213,213,234.89,55.76,27.48,170.11,Cairo
214,214,235.07,54.87,26.62,176.04,Cairo
215,215,234.85,54.99,27.4,175.17,Cairo
216,216,235.18,54.81,27.05,178.87,Cairo
217,217,234.97,54.6,27.21,178.7,Cairo
218,218,234.93,55.23,27.0,173.02,Cairo
219,219,234.98,54.51,27.29,179.76,Cairo
220,220,235.24,54.44,26.51,180.63,Cairo
221,221,234.93,56.27,26.93,165.0,Cairo
222,222,235.07,54.08,27.18,183.59,Cairo
223,223,235.22,55.32,26.82,174.83,Cairo
224,224,235.3,54.53,27.05,182.24,Cairo
225,225,235.08,55.28,26.82,173.63,Cairo
226,226,234.88,55.45,26.93,170.66,Cairo
227,227,234.76,54.69,26.85,174.88,Cairo
228,228,235.0,54.88,27.37,177.44,Cairo
229,229,234.86,54.98,27.22,174.75,Cairo
230,230,234.88,54.7,27.2,177.11,Cairo
231,231,235.13,55.08,26.85,175.75,Cairo
232,232,234.84,54.37,26.9,178.17,Cairo
233,233,235.26,54.34,27.43,184.36,Cairo
234,234,234.97,55.24,27.04,173.53,Cairo
235,235,235.42,54.72,26.92,181.66,Cairo
236,236,234.68,55.05,26.45,170.09,Cairo
237,237,235.05,55.66,27.07,171.25,Cairo
238,238,235.1,54.89,27.21,177.91,Cairo
239,239,234.8,55.2,27.02,172.04,Cairo
240,240,235.08,55.42,27.34,174.13,Cairo
241,241,235.04,54.73,27.02,177.89,Cairo
242,242,234.87,54.57,27.16,177.79,Cairo
243,243,235.28,55.54,27.18,174.87,Cairo
244,244,234.91,54.55,26.85,177.37,Cairo
245,245,235.17,55.22,26.63,174.47,Cairo
246,246,234.99,54.27,27.23,181.53,Cairo
247,247,234.94,54.21,26.79,180.14,Cairo
248,248,234.97,54.99,27.04,175.34,Cairo
249,249,235.01,55.36,27.22,173.59,Cairo
250,250,235.14,54.19,26.98,182.87,Cairo
251,251,234.87,54.81,27.22,176.24,Cairo
252,252,234.76,55.49,26.87,168.89,Cairo
253,253,235.46,54.44,27.24,185.23,Cairo
254,254,234.96,54.87,27.03,176.05,Cairo
255,255,234.71,54.68,26.59,173.6,Cairo
256,256,234.83,55.17,27.27,173.2,Cairo
257,257,235.06,55.44,26.68,171.83,Cairo
258,258,235.17,54.75,27.48,180.59,Cairo
259,259,235.03,54.12,27.1,182.63,Cairo
260,260,234.94,55.36,27.28,173.07,Cairo
261,261,234.83,54.54,27.22,177.77,Cairo
262,262,235.01,54.32,27.22,181.29,Cairo
263,263,235.2,54.73,27.09,179.85,Cairo
264,264,235.03,56.25,27.22,167.15,Cairo
265,265,235.05,54.5,27.37,180.86,Cairo
266,266,234.88,54.28,26.99,179.52,Cairo
267,267,234.83,55.1,26.63,171.84,Cairo
268,268,235.0,55.01,27.45,176.75,Cairo
269,269,235.08,54.73,27.02,178.4,Cairo
270,270,235.15,55.32,27.28,175.46,Cairo
271,271,235.29,54.85,27.04,179.73,Cairo
272,272,235.09,54.84,27.11,177.91,Cairo
273,273,235.07,56.14,26.88,167.41,Cairo
274,274,235.25,55.66,26.88,172.81,Cairo
275,275,234.84,55.96,26.89,166.38,Cairo
276,276,234.88,54.87,27.13,175.58,Cairo
277,277,234.79,55.48,27.08,169.9,Cairo
278,278,235.08,54.44,26.77,179.84,Cairo
279,279,234.86,55.61,27.0,169.45,Cairo
280,280,235.16,55.49,26.74,172.68,Cairo
281,281,235.35,55.06,26.77,177.95,Cairo
282,282,234.99,55.2,27.19,174.43,Cairo
283,283,235.16,55.21,26.98,175.47,Cairo
284,284,235.18,55.25,27.14,175.87,Cairo
285,285,235.47,55.63,27.16,176.19,Cairo
286,286,235.02,55.58,27.27,172.22,Cairo
287,287,234.8,54.6,26.98,176.3,Cairo
288,288,235.04,54.32,27.18,181.47,Cairo
289,289,234.93,55.26,27.0,172.82,Cairo
290,290,235.17,54.92,27.11,178.17,Cairo
291,291,235.06,54.08,26.78,182.28,Cairo
292,292,235.0,54.37,26.94,179.91,Cairo
293,293,234.92,54.55,27.06,178.11,Cairo
294,294,234.67,55.28,26.81,169.4,Cairo
295,295,234.77,54.54,26.96,176.42,Cairo
296,296,234.96,55.58,27.08,170.93,Cairo
297,297,235.23,55.06,26.71,176.61,Cairo
298,298,234.97,54.36,27.14,180.28,Cairo
299,299,235.07,55.33,27.02,173.77,Cairo
300,300,235.02,55.5,27.12,172.32,Cairo
301,301,234.84,53.92,27.06,182.0,Cairo
302,302,234.65,55.59,26.72,166.58,Cairo
303,303,234.9,54.11,26.53,179.6,Cairo
304,304,234.74,55.02,27.02,172.66,Cairo
305,305,234.99,54.7,27.16,178.07,Cairo
306,306,234.96,54.66,26.96,177.4,Cairo
307,307,235.18,54.76,26.78,178.44,Cairo
308,308,235.1,54.67,27.24,179.68,Cairo
309,309,235.04,54.87,27.0,176.86,Cairo
310,310,234.74,55.15,27.0,171.7,Cairo
311,311,235.15,55.66,27.49,173.63,Cairo
312,312,235.17,54.44,26.91,181.13,Cairo
313,313,235.28,54.64,26.88,180.7,Cairo
314,314,235.11,54.75,27.33,179.45,Cairo
315,315,234.81,55.4,26.83,170.03,Cairo
316,316,234.87,56.33,27.16,164.68,Cairo
317,317,234.8,55.35,27.03,170.82,Cairo
318,318,234.97,53.84,26.93,183.52,Cairo
319,319,235.02,53.92,26.76,182.91,Cairo
320,320,235.13,54.61,27.28,180.49,Cairo
321,321,235.29,55.09,27.08,178.12,Cairo
322,322,235.03,55.91,26.81,168.42,Cairo
323,323,235.53,55.4,27.25,178.72,Cairo
324,324,234.92,54.49,27.33,179.38,Cairo
325,325,234.83,55.31,27.56,173.13,Cairo
326,326,234.54,54.83,27.12,172.29,Cairo
327,327,234.99,55.86,27.15,169.39,Cairo
328,328,235.18,55.56,26.97,173.12,Cairo
329,329,235.51,56.15,27.3,173.16,Cairo
330,330,234.71,55.36,26.96,169.72,Cairo
331,331,235.27,55.37,27.44,176.85,Cairo
332,332,234.76,54.15,27.0,179.34,Cairo
333,333,235.2,54.53,26.87,180.66,Cairo
334,334,235.02,55.52,27.23,172.51,Cairo
335,335,234.89,53.86,26.94,182.54,Cairo
336,336,234.91,54.94,27.36,176.07,Cairo
337,337,234.88,54.89,26.97,174.95,Cairo
338,338,235.01,55.09,27.11,175.16,Cairo
339,339,234.76,54.34,26.61,176.68,Cairo
340,340,235.13,54.35,27.11,181.96,Cairo
341,341,235.32,55.4,27.02,175.88,Cairo
342,342,234.92,54.52,26.86,177.82,Cairo
343,343,234.91,55.02,27.49,175.81,Cairo
344,344,235.24,55.65,27.22,173.84,Cairo
345,345,235.18,55.28,27.17,175.78,Cairo
346,346,235.35,55.15,26.99,177.9,Cairo
347,347,234.68,55.16,27.11,171.28,Cairo
348,348,234.84,54.84,26.96,174.86,Cairo
349,349,234.97,54.49,27.25,179.62,Cairo
350,350,234.6,54.65,27.39,175.03,Cairo
351,351,235.03,53.72,27.32,186.19,Cairo
352,352,235.04,56.37,26.67,164.74,Cairo
353,353,234.86,55.44,27.4,171.89,Cairo
354,354,235.21,54.33,27.1,182.9,Cairo
355,355,234.89,55.62,27.13,170.17,Cairo
356,356,235.13,55.26,26.83,174.33,Cairo
357,357,235.02,54.3,26.57,179.55,Cairo
358,358,235.18,54.82,27.2,179.26,Cairo
359,359,234.81,54.74,27.18,175.94,Cairo
360,360,235.42,55.14,26.93,178.62,Cairo
361,361,234.9,55.22,26.91,172.51,Cairo
362,362,234.64,54.93,27.08,172.45,Cairo
363,363,234.89,55.1,27.01,173.67,Cairo
364,364,235.04,53.84,26.85,184.03,Cairo
365,365,234.9,55.23,26.68,171.68,Cairo
366,366,235.49,55.04,26.87,179.82,Cairo
367,367,234.98,55.26,27.07,173.53,Cairo
368,368,235.82,55.07,27.0,183.54,Cairo
369,369,235.1,55.24,27.0,174.75,Cairo
370,370,234.93,55.0,26.8,174.11,Cairo
371,371,234.9,55.21,26.76,172.11,Cairo
372,372,234.79,55.59,26.71,168.02,Cairo
373,373,235.01,54.2,26.95,181.36,Cairo
374,374,234.9,54.81,27.17,176.41,Cairo
375,375,234.61,55.72,27.1,166.38,Cairo
376,376,235.12,55.12,27.35,176.83,Cairo
377,377,234.92,55.0,26.96,174.48,Cairo
378,378,234.96,54.08,26.96,181.76,Cairo
379,379,234.6,54.15,26.77,176.95,Cairo
380,380,235.15,54.95,26.91,177.04,Cairo
381,381,235.01,54.97,26.97,175.68,Cairo
382,382,235.02,55.45,26.75,171.5,Cairo
383,383,234.99,53.76,27.15,185.02,Cairo
384,384,234.86,55.67,26.68,168.12,Cairo
385,385,235.19,55.27,26.98,175.36,Cairo
386,386,234.68,55.57,26.95,167.77,Cairo
387,387,235.01,54.82,26.66,175.87,Cairo
388,388,235.04,54.84,27.33,178.02,Cairo
389,389,234.73,55.11,27.24,172.5,Cairo
390,390,235.23,55.13,27.09,177.16,Cairo
391,391,234.58,54.85,27.07,172.45,Cairo
392,392,234.97,55.15,26.78,173.4,Cairo
393,393,235.28,55.22,26.86,176.31,Cairo
394,394,235.16,54.9,27.3,178.79,Cairo
395,395,235.11,55.01,27.12,176.89,Cairo
396,396,234.92,54.31,27.11,180.09,Cairo
397,397,235.0,54.56,26.85,178.29,Cairo
398,398,235.14,55.27,27.14,175.32,Cairo
399,399,235.17,54.89,27.16,178.56,Cairo
400,400,235.01,56.26,26.85,165.68,Cairo
401,401,235.05,55.91,26.97,169.11,Cairo
402,402,234.73,54.9,26.75,172.61,Cairo
403,403,235.21,54.09,26.99,184.37,Cairo
404,404,235.26,54.96,27.15,178.89,Cairo
405,405,235.3,55.05,27.06,178.41,Cairo
406,406,235.12,55.26,26.92,174.55,Cairo
407,407,234.83,55.54,26.94,169.47,Cairo
408,408,234.97,54.56,27.13,178.79,Cairo
409,409,234.94,55.01,27.14,175.14,Cairo
410,410,234.97,54.88,27.14,176.45,Cairo
411,411,235.17,54.33,27.2,182.86,Cairo
412,412,235.25,55.74,26.78,171.92,Cairo
413,413,234.83,55.93,27.26,167.53,Cairo
414,414,235.13,55.73,27.01,171.44,Cairo
415,415,235.04,56.1,26.86,167.27,Cairo
416,416,235.02,54.64,27.19,178.93,Cairo
417,417,235.11,54.5,27.08,180.59,Cairo
418,418,235.11,54.74,26.92,178.36,Cairo
419,419,235.18,55.37,27.08,174.79,Cairo
420,420,234.8,54.59,26.96,176.32,Cairo
421,421,234.84,54.22,26.77,178.88,Cairo
422,422,234.96,55.73,26.8,169.02,Cairo
423,423,234.96,53.91,26.97,183.08,Cairo
424,424,234.93,55.14,27.04,173.77,Cairo
425,425,234.58,55.11,27.09,170.49,Cairo
426,426,234.94,55.33,27.11,172.71,Cairo
427,427,234.93,54.67,26.74,176.4,Cairo
428,428,234.82,54.69,26.63,174.81,Cairo
429,429,235.03,55.52,26.88,171.61,Cairo
430,430,234.73,54.78,27.32,175.24,Cairo
431,431,235.2,55.15,26.84,175.95,Cairo
432,432,234.8,54.88,27.0,174.19,Cairo
433,433,235.17,54.63,27.23,180.62,Cairo
434,434,234.93,54.71,26.88,176.52,Cairo
435,435,234.85,53.89,26.63,181.05,Cairo
436,436,234.99,55.93,26.73,167.63,Cairo
437,437,235.04,54.36,26.88,180.33,Alexandria
438,438,234.86,55.66,27.15,169.56,Alexandria
439,439,234.75,56.11,27.23,165.24,Alexandria
440,440,235.1,54.52,26.8,179.43,Alexandria
441,441,235.08,55.13,26.88,175.01,Alexandria
442,442,234.64,55.44,26.76,167.7,Alexandria
443,443,235.03,56.34,26.71,164.93,Alexandria
444,444,234.9,54.18,26.84,180.14,Alexandria
445,445,234.97,55.01,27.0,175.09,Alexandria
446,446,235.15,54.66,26.87,179.12,Alexandria
447,447,234.86,54.9,27.11,175.1,Alexandria
448,448,235.19,54.88,26.82,177.78,Alexandria
449,449,235.02,54.47,26.98,179.53,Alexandria
450,450,234.97,55.91,26.72,167.59,Alexandria
451,451,234.85,55.47,27.05,170.51,Alexandria
452,452,235.3,55.27,26.82,176.05,Alexandria
453,453,234.83,54.44,27.1,178.15,Alexandria
454,454,235.01,55.46,27.17,172.69,Alexandria
455,455,235.01,54.91,26.88,175.9,Alexandria
456,456,234.95,54.82,27.17,176.81,Alexandria
457,457,234.88,54.8,27.6,177.47,Alexandria
458,458,234.91,55.6,26.91,169.73,Alexandria
459,459,235.02,55.4,26.79,172.06,Alexandria
460,460,234.42,54.78,27.56,172.69,Alexandria
461,461,234.79,55.33,26.94,170.61,Alexandria
462,462,235.23,54.77,26.8,178.97,Alexandria
463,463,235.17,55.05,27.09,177.11,Alexandria
464,464,234.93,55.19,27.38,174.45,Alexandria
465,465,234.82,55.86,27.07,167.42,Alexandria
466,466,235.32,55.68,26.94,173.55,Alexandria
467,467,235.32,53.99,27.19,186.87,Alexandria
468,468,234.89,54.32,26.91,179.1,Alexandria
469,469,234.75,54.47,26.65,175.71,Alexandria
470,470,235.25,54.6,26.78,180.38,Alexandria
471,471,235.27,55.24,26.76,175.73,Alexandria
472,472,234.95,55.57,26.93,170.55,Alexandria
473,473,235.12,54.95,27.24,177.79,Alexandria
474,474,235.11,55.15,27.09,175.74,Alexandria
475,475,234.99,54.78,26.77,176.26,Alexandria
476,476,234.81,55.34,27.13,171.4,Alexandria
477,477,235.0,54.68,26.71,176.95,Alexandria
478,478,234.87,54.79,26.74,174.92,Alexandria
479,479,235.15,54.98,26.44,175.49,Alexandria
480,480,234.72,55.95,27.0,165.49,Alexandria
481,481,234.71,55.59,27.1,168.33,Alexandria
482,482,234.89,54.48,26.8,177.53,Alexandria
483,483,235.1,54.2,26.97,182.44,Alexandria
484,484,234.48,54.6,27.1,173.28,Alexandria
485,485,235.07,54.98,27.05,176.55,Alexandria
486,486,235.36,55.03,27.29,179.92,Alexandria
487,487,235.04,55.64,27.12,171.5,Alexandria
488,488,234.72,55.42,27.01,169.51,Alexandria
489,489,235.45,55.15,26.89,178.76,Alexandria
490,490,234.67,54.19,26.94,177.9,Alexandria
491,491,234.94,54.9,27.0,175.6,Alexandria
492,492,234.96,54.68,27.38,178.58,Alexandria
493,493,235.11,56.22,27.12,167.91,Alexandria
494,494,234.92,55.36,26.76,171.22,Alexandria
495,495,234.98,55.18,27.15,174.37,Alexandria
496,496,234.69,54.76,27.16,174.49,Alexandria
497,497,234.85,55.84,26.57,166.31,Alexandria
498,498,234.83,54.71,27.04,175.97,Alexandria
499,499,235.06,54.87,26.82,176.53,Alexandria
500,500,235.28,54.67,27.08,181.01,Alexandria
501,501,234.75,53.7,27.08,182.79,Alexandria
502,502,234.95,54.92,27.18,176.08,Alexandria
503,503,235.2,55.37,27.23,175.43,Alexandria
504,504,235.13,54.89,27.03,177.73,Alexandria
505,505,235.22,54.89,26.8,178.01,Alexandria
506,506,234.72,55.51,27.14,169.19,Alexandria
507,507,235.27,55.69,26.74,172.34,Alexandria
508,508,235.05,54.49,27.06,179.99,Alexandria
509,509,234.88,55.13,26.86,172.84,Alexandria
510,510,234.8,54.12,27.28,180.83,Alexandria
511,511,234.8,54.85,26.85,174.03,Alexandria
512,512,234.97,54.67,27.21,178.24,Alexandria
513,513,235.21,54.26,27.22,183.85,Alexandria
514,514,234.78,55.1,27.12,172.74,Alexandria
515,515,235.07,55.27,27.1,174.43,Alexandria
516,516,234.64,54.23,27.09,177.67,Alexandria
517,517,234.79,53.88,27.14,182.01,Alexandria
518,518,234.97,54.65,27.28,178.61,Alexandria
519,519,235.13,54.94,27.14,177.72,Alexandria
520,520,234.73,55.33,27.29,171.1,Alexandria
521,521,234.95,54.94,26.84,174.89,Alexandria
522,522,235.18,54.11,26.79,183.29,Alexandria
523,523,235.09,54.26,27.1,182.12,Alexandria
524,524,234.89,54.18,27.24,181.09,Alexandria
525,525,235.11,56.22,27.03,167.63,Alexandria
526,526,235.12,55.14,26.71,174.79,Alexandria
527,527,235.12,55.27,26.92,174.46,Alexandria
528,528,234.88,54.78,27.02,175.88,Alexandria
529,529,235.0,55.68,26.99,170.3,Alexandria
530,530,234.81,54.9,26.66,173.22,Alexandria
531,531,234.93,55.77,26.83,168.48,Alexandria
532,532,235.28,54.71,26.69,179.65,Alexandria
533,533,235.15,53.94,26.79,184.25,Alexandria
534,534,235.1,54.9,27.01,177.29,Alexandria
535,535,235.03,55.23,26.7,173.2,Alexandria
536,536,234.76,56.05,26.87,164.78,Alexandria
537,537,235.27,55.08,27.02,177.78,Alexandria
538,538,234.54,54.95,27.0,171.05,Alexandria
539,539,235.05,54.94,27.14,176.87,Alexandria
540,540,234.98,55.13,26.93,174.0,Alexandria
541,541,234.92,54.74,26.94,176.4,Alexandria
542,542,235.11,55.99,26.97,169.21,Alexandria
543,543,234.79,54.44,26.89,177.11,Alexandria
544,544,235.01,55.34,27.02,173.1,Alexandria
545,545,235.03,56.38,26.71,164.66,Alexandria
546,546,235.29,55.19,26.8,176.49,Alexandria
547,547,235.33,56.07,26.87,170.58,Alexandria
548,548,235.31,54.65,27.13,181.77,Alexandria
549,549,234.63,55.46,27.03,168.33,Alexandria
550,550,235.09,53.86,27.16,185.39,Alexandria
551,551,235.49,55.94,26.9,173.36,Alexandria
552,552,235.05,55.24,26.84,173.76,Alexandria
553,553,235.08,54.91,27.17,177.52,Alexandria
554,554,234.73,54.54,26.55,174.78,Alexandria
555,555,234.95,55.13,27.1,174.24,Alexandria
